Player,Status,Pos,labels,X1,X2,g,mp,fg_pct,avg_dist,fg2a_pct_fga,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,fg3a_pct_fga,fg2_pct,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg3_pct,fg2_pct_ast,pct_fg2_dunk,fg2_dunk,fg3_pct_ast,pct_fg3a_corner,fg3_pct_corner,fg3a_heave,fg3_heave,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Patty Mills,Active,PG,Scoring Wing,-2.523791381,0.139598243,441,7482,0.436,18.3,0.493,0.152,0.051,0.055,0.236,0.507,0.479,0.632,0.38,0.436,0.409,0.395,0.442,0,0,0.826,0.295,0.439,6,0,8.9,20.3,4.1,10.3,4.8,10,2,2.4,0.833,1,3.7,4.6,6.6,1.9,0.2,2.8,3.6,23.8,110,105,15.5,0.557,0.118,2.2,7.9,5.1,20,1.9,0.3,11.5,21.5,10.6,9.4,20,0.128,2.2,-1.3,0.9,5.5
Pau Gasol,Active,C,Scoring Center,2.409981432,-0.498974619,1119,38829,0.51,7.7,0.976,0.355,0.308,0.152,0.161,0.024,0.513,0.657,0.437,0.416,0.433,0.368,0.594,0.096,1344,0.977,0.374,0.424,4,0,10.2,20.1,0.2,0.5,10.1,19.6,6.1,8.1,0.754,3.9,10.2,14.1,4.9,0.8,2.5,3.4,3.3,26.7,113,104,21.5,0.566,0.404,8.6,21.7,15.3,16.5,0.8,3.5,12.5,23.5,86.7,50.3,137,0.169,1.6,2,3.5,54.2
Paul George,Active,SF,Shooting Wing,-0.923861346,0.939700783,448,14692,0.432,15.8,0.622,0.203,0.088,0.122,0.209,0.378,0.47,0.616,0.382,0.386,0.414,0.37,0.377,0.05,287,0.793,0.226,0.404,12,1,9.7,22.4,3.1,8.5,6.6,14,5.7,6.8,0.85,1.4,8.5,9.8,5,2.6,0.7,4,4.2,28.3,107,101,18.5,0.556,0.301,3,18.1,10.7,16.9,2.6,1,13.6,25.8,18.6,25.9,44.5,0.145,2.3,1.4,3.8,21.3
Paul Millsap,Active,PF,Versatile Forward,1.928124353,-0.001396307,837,24683,0.493,8.9,0.889,0.401,0.205,0.131,0.152,0.111,0.513,0.646,0.404,0.393,0.412,0.328,0.628,0.058,451,0.955,0.193,0.378,9,1,9.3,18.9,0.7,2.1,8.6,16.8,5.4,7.3,0.736,4,9,13,4,2.3,1.8,3.2,5.5,24.7,111,102,19.2,0.558,0.386,9.1,20.3,14.7,13,2.3,2.8,12.5,22.2,41.3,38.3,79.6,0.155,1.1,2.3,3.4,33.5
Paul Pierce,Active,SF,Shooting Wing,-0.642210279,0.688032274,1222,41665,0.446,14.3,0.699,0.263,0.075,0.141,0.22,0.301,0.479,0.612,0.327,0.415,0.412,0.368,0.446,0.024,394,0.869,0.121,0.382,25,1,9.8,22.1,2.4,6.6,7.4,15.5,7.9,9.7,0.806,1.2,7.3,8.6,5.3,2,0.8,4,4.1,30,109,103,19.7,0.568,0.441,2.8,16.2,9.6,18.7,2,1.3,13.2,26.8,86.9,63.1,150,0.157,2.8,0.5,3.3,61.5
Paul Zipser,Active,SF,3-and-D Wing,0.631425444,1.552559782,44,843,0.398,16.5,0.552,0.222,0.095,0.05,0.186,0.448,0.451,0.612,0.333,0.364,0.341,0.333,0.818,0.018,4,1,0.414,0.39,2,0,5.3,13.2,2,5.9,3.3,7.3,1.9,2.4,0.775,0.9,6.6,7.5,2.2,0.9,1,2.4,4.7,14.3,96,109,6.9,0.503,0.181,1.9,14.2,8,6.1,0.9,1.5,14.4,14.4,-0.3,0.8,0.5,0.03,-3.6,-0.1,-3.7,-0.4
Pero Antic,Inactive,C,Versatile Forward,1.041373873,0.558797218,113,1962,0.392,17.6,0.417,0.229,0.054,0.039,0.095,0.583,0.5,0.615,0.25,0.348,0.429,0.314,0.618,0.031,18,0.991,0.177,0.328,0,0,6,15.3,2.8,8.9,3.2,6.4,3.6,4.9,0.73,3,7.3,10.3,2.8,1,0.7,2.7,6.7,18.4,103,107,10.6,0.526,0.32,6.9,16.3,11.7,8.3,1,1.1,13.4,18.1,1.1,1.9,3,0.073,-0.9,-1.2,-2.1,0
Perry Jones,Inactive,SF,3-and-D Wing,0.341404023,1.348128887,143,1675,0.42,12.9,0.735,0.239,0.222,0.103,0.17,0.265,0.466,0.694,0.417,0.333,0.291,0.293,0.692,0.103,44,1,0.431,0.34,3,0,5.9,14,1.1,3.7,4.8,10.3,1.9,2.8,0.66,1.4,6.2,7.6,1.6,1.1,1,1.8,4.1,14.7,98,107,8.5,0.483,0.203,3.3,13.1,8.4,4.7,1.1,1.6,10.6,14.9,0,1.7,1.7,0.048,-3.7,-1,-4.6,-1.1
Phil Pressey,Inactive,PG,Floor General,-4.456178365,-1.887925802,148,2015,0.341,14.6,0.626,0.297,0.107,0.057,0.164,0.374,0.392,0.527,0.241,0.276,0.289,0.254,0.153,0.01,3,0.708,0.058,0.091,3,0,4.3,12.7,1.2,4.8,3.1,7.9,1.9,3,0.63,0.9,4.5,5.4,10.9,2.9,0.4,4,4.5,11.7,91,106,9.9,0.419,0.236,1.9,10.2,6,31.4,2.9,0.6,22.4,15.7,-1.4,2.1,0.8,0.018,-3.5,-0.5,-4,-1
Quentin Richardson,Inactive,SF,Shooting Wing,-0.458259151,0.947221312,783,20785,0.397,15.1,0.553,0.282,0.094,0.056,0.121,0.447,0.431,0.548,0.323,0.251,0.328,0.355,0.458,0.035,236,0.931,0.196,0.377,18,0,7.4,18.5,2.9,8.3,4.4,10.2,2.6,3.6,0.718,2.3,6.9,9.2,2.9,1.5,0.4,2.2,3.8,20.2,104,108,12.9,0.503,0.193,5.2,14.9,10.1,9,1.5,0.5,9.8,19.2,17.3,15.5,32.8,0.076,0.5,-0.8,-0.3,8.9
Quincy Acy,Active,PF,Versatile Forward,1.762854192,0.300728065,257,3910,0.482,11.6,0.768,0.375,0.113,0.082,0.198,0.232,0.517,0.65,0.39,0.408,0.386,0.366,0.716,0.144,126,0.975,0.352,0.368,2,0,5.8,12,1,2.8,4.8,9.2,3.1,4.1,0.75,3.4,8.1,11.6,2,1.4,1.3,2,6.4,15.7,112,108,12.5,0.567,0.339,7.6,18.4,12.9,6.1,1.4,2.1,12.7,13.9,4.6,3.2,7.8,0.095,-1.6,0,-1.6,0.4
Quincy Miller,Inactive,PF,3-and-D Wing,-0.31227067,0.815869953,69,934,0.35,14.1,0.631,0.284,0.121,0.065,0.16,0.369,0.383,0.506,0.378,0.15,0.265,0.292,0.432,0.052,14,0.939,0.398,0.311,0,0,5.6,16.1,1.7,6,3.9,10.2,2.5,3.6,0.706,2.2,6.7,8.9,2,1.6,2,2.8,4.3,15.6,88,107,8.4,0.439,0.222,4.7,14.9,9.8,5.8,1.6,2.9,13.8,17.8,-1,0.9,-0.1,-0.003,-4.2,0.3,-4,-0.5
Quincy Pondexter,Inactive,SF,Shooting Wing,-0.604438068,1.188873213,279,5042,0.424,14.9,0.555,0.273,0.121,0.059,0.103,0.445,0.472,0.59,0.344,0.329,0.391,0.365,0.577,0.055,61,0.941,0.524,0.424,6,0,5.6,13.1,2.1,5.8,3.4,7.3,2.2,3,0.732,1.9,4,6,2.4,1.1,0.5,1.6,4.4,15.5,109,108,9.9,0.535,0.228,4.2,9,6.6,6.9,1.1,0.7,10.1,13.9,5,4.1,9.1,0.087,-0.4,-0.6,-1,1.2
Rajon Rondo,Active,PG,Floor General,-3.444537355,-2.474493421,714,23045,0.463,9.5,0.885,0.42,0.176,0.074,0.215,0.115,0.483,0.606,0.354,0.368,0.39,0.304,0.287,0.011,69,0.663,0.273,0.38,15,0,7.1,15.4,0.5,1.8,6.6,13.6,2.3,3.7,0.606,1.8,6,7.8,13.6,2.9,0.2,4.6,3.6,17.1,104,103,16.5,0.5,0.242,4.1,13.3,8.8,41.5,2.9,0.3,21.4,19.2,17.8,35.7,53.5,0.111,0.4,1.4,1.8,22
Ramon Sessions,Active,PG,Combo Guard,-2.358289285,-1.298222354,663,15727,0.436,9,0.883,0.407,0.22,0.106,0.15,0.117,0.452,0.553,0.354,0.364,0.384,0.316,0.373,0.019,96,0.775,0.165,0.346,5,0,7.7,17.7,0.7,2.1,7.1,15.6,6.8,8.6,0.792,1.1,4.8,5.9,8.9,1.5,0.2,3.7,3,22.8,108,111,16,0.533,0.484,2.4,10.9,6.5,28.8,1.5,0.3,14.8,22,20.5,8,28.5,0.087,0,-1.8,-1.8,0.8
Randy Foye,Active,SG,Scoring Wing,-2.405082381,-0.208117317,752,19279,0.401,17.1,0.553,0.174,0.105,0.06,0.214,0.447,0.429,0.56,0.335,0.353,0.388,0.366,0.296,0.008,52,0.796,0.193,0.391,32,0,7.2,18,2.9,8,4.3,9.9,3.2,3.8,0.852,0.7,3.8,4.5,5.6,1.4,0.6,2.9,4.2,20.6,105,111,12,0.524,0.212,1.5,8.6,5,17.5,1.4,0.9,13,19.7,14.2,9.2,23.5,0.058,0.3,-1.6,-1.3,3.4
Rashad Vaughn,Active,SG,Shooting Wing,-1.152876474,1.281311223,111,1459,0.327,17.2,0.46,0.159,0.102,0.073,0.126,0.54,0.356,0.463,0.209,0.194,0.434,0.303,0.739,0.012,3,0.942,0.373,0.282,0,0,4.8,14.7,2.4,8,2.4,6.8,0.5,0.7,0.7,0.5,4.3,4.8,2.2,1.7,0.9,1.5,3.7,12.5,85,111,5.3,0.417,0.047,1.2,9.5,5.4,6.1,1.7,1.5,8.9,14.7,-1.6,0.8,-0.8,-0.026,-4.1,-1.7,-5.7,-1.4
Rashard Lewis,Inactive,SF,3-and-D Wing,0.065397348,1.20853614,947,31821,0.451,14.9,0.621,0.182,0.176,0.128,0.135,0.379,0.49,0.654,0.448,0.411,0.398,0.388,0.526,0.038,418,0.953,0.331,0.413,25,0,8.9,19.6,2.8,7.3,6.1,12.3,3.9,4.9,0.805,2.2,6.3,8.5,2.8,1.8,0.9,2.5,3.8,24.5,112,107,16.8,0.563,0.249,5,13.9,9.5,8.9,1.8,1.2,10.2,21.1,61,29.9,90.9,0.13,2.3,-0.2,2,34.1
Rasheed Wallace,Inactive,PF,Versatile Forward,1.534807043,0.51500362,775,25408,0.447,14.5,0.697,0.179,0.162,0.192,0.164,0.303,0.492,0.652,0.455,0.45,0.403,0.341,0.634,0.064,559,0.972,0.141,0.289,14,1,9.4,20.2,1.6,4.8,7.8,15.3,3.4,4.7,0.721,2.4,8.7,11,3,1.6,2.2,2.5,4.9,23.8,107,101,17,0.536,0.234,5.2,18.8,12.1,9.6,1.6,3,10.2,21.3,48,57.1,105.1,0.139,0.6,1.5,2.1,37.5
Rasual Butler,Inactive,SF,3-and-D Wing,-0.376729102,1.368510867,809,17219,0.403,17.8,0.557,0.129,0.055,0.12,0.253,0.443,0.437,0.615,0.371,0.378,0.387,0.362,0.616,0.027,145,0.924,0.36,0.387,3,0,7.1,17.5,2.8,7.8,4.3,9.8,1.8,2.5,0.747,0.9,5.1,6,2,0.9,1.3,1.6,3.5,18.8,102,108,10.6,0.505,0.14,2,11.1,6.6,6.3,0.9,1.9,8,17.7,6.5,14.3,20.8,0.058,-1.3,-0.8,-2.1,-0.4
Raul Neto,Active,PG,Scoring Wing,-2.991711175,-0.05991222,121,1845,0.434,14.1,0.621,0.265,0.145,0.106,0.106,0.379,0.465,0.6,0.351,0.315,0.426,0.383,0.238,0.002,1,0.811,0.363,0.371,5,0,6.3,14.5,2.1,5.5,4.2,9,1.7,2.3,0.759,0.6,3.7,4.3,5.9,2.4,0.2,3.5,4.9,16.4,100,106,10.3,0.53,0.155,1.3,8.1,4.7,18,2.4,0.3,18.6,16.7,0.4,2.1,2.5,0.066,-1.6,-0.3,-1.9,0
Ray Allen,Inactive,SG,Shooting Wing,-1.419571373,0.72620128,1004,35736,0.455,16.3,0.58,0.183,0.094,0.132,0.172,0.42,0.493,0.63,0.4,0.444,0.436,0.403,0.443,0.015,202,0.846,0.273,0.435,34,1,9.8,21.7,3.4,8.5,6.4,13.2,5,5.6,0.894,1.4,4.6,6,5,1.7,0.3,3.1,3.3,28,114,108,18.6,0.58,0.26,3.2,10.3,6.8,16.5,1.7,0.4,11.4,23.8,111.7,33.4,145.1,0.15,4.2,-1.3,3,58.1
Ray McCallum,Inactive,PG,Scoring Wing,-2.329962528,-0.383683629,154,2808,0.408,12.9,0.769,0.271,0.155,0.112,0.229,0.231,0.43,0.613,0.338,0.398,0.295,0.335,0.37,0.027,20,0.859,0.401,0.294,1,0,6.7,16.5,1.3,3.8,5.5,12.7,1.8,2.6,0.711,1.4,4.1,5.5,6.6,1.4,0.5,2.7,3.4,16.6,100,110,11,0.47,0.155,3.2,9.1,6.2,20.7,1.4,0.8,13.1,17.8,0.7,1.4,2.1,0.035,-1.4,-1.4,-2.8,-0.6
Raymond Felton,Active,PG,Combo Guard,-3.328186472,-1.37648853,856,27085,0.413,13.8,0.728,0.297,0.111,0.063,0.257,0.272,0.445,0.527,0.393,0.363,0.392,0.327,0.237,0.003,24,0.769,0.149,0.365,56,4,7.4,17.9,1.6,4.9,5.8,13,3.2,4.1,0.788,1,4.1,5.2,9.3,2.1,0.4,3.7,3.4,19.5,103,109,13.9,0.497,0.228,2.2,9.4,5.8,29.3,2.1,0.6,15.8,20.5,15,22.2,37.3,0.066,0.1,-0.6,-0.5,10.4
Reggie Bullock,Active,SF,Shooting Wing,-0.634577927,1.994701574,147,1629,0.393,18.4,0.412,0.173,0.05,0.058,0.132,0.588,0.448,0.667,0.238,0.333,0.291,0.355,0.727,0.005,2,0.977,0.376,0.467,1,0,5.1,12.9,2.7,7.6,2.4,5.3,1,1.2,0.8,1.2,6.1,7.3,2.4,1.5,0.3,1.2,3,13.8,106,108,9.4,0.514,0.096,2.6,13.5,8,6.6,1.5,0.5,8.2,12.8,0.9,1.6,2.5,0.073,-1.6,-0.4,-1.9,0
Reggie Evans,Inactive,PF,Scoring Center,3.003376744,-0.217196364,809,15572,0.465,3,0.995,0.694,0.222,0.039,0.04,0.005,0.467,0.539,0.306,0.301,0.266,0.091,0.561,0.061,124,0,0.182,0,2,0,3.8,8.1,0,0,3.8,8,3.6,6.9,0.528,6.7,12.8,19.6,1.6,1.9,0.4,3,6.4,11.2,103,104,11.7,0.502,0.856,15,28.7,21.9,4.3,1.9,0.6,21.5,12.1,6.6,20.5,27.1,0.084,-2.7,0.7,-2,0.1
Reggie Jackson,Active,PG,Combo Guard,-2.916758003,-1.567511286,403,9887,0.431,12.7,0.729,0.271,0.199,0.117,0.14,0.271,0.471,0.591,0.403,0.425,0.376,0.321,0.122,0.021,83,0.527,0.126,0.338,26,0,9.5,22.1,1.9,6,7.6,16.1,4.2,4.9,0.86,1.1,5.2,6.3,9,1.5,0.2,4,3.8,25.2,106,107,16.3,0.519,0.222,2.4,11.2,6.9,29.6,1.5,0.4,14.1,24.6,12.1,9.2,21.3,0.103,1.4,-1.2,0.2,5.4
Reggie Williams,Active,SF,Shooting Wing,-1.049374155,0.686625594,206,3736,0.456,15.6,0.585,0.244,0.113,0.072,0.155,0.415,0.521,0.7,0.389,0.389,0.397,0.365,0.508,0.027,35,0.93,0.251,0.416,5,0,8.1,17.8,2.7,7.4,5.4,10.4,2.7,3.6,0.75,1.4,5.3,6.7,4.1,1.2,0.2,1.9,3.3,21.6,112,113,14.3,0.558,0.204,3.1,12,7.5,13,1.2,0.3,9,18.7,5.6,0.8,6.4,0.082,0.9,-2.7,-1.9,0.1
Richard Hamilton,Inactive,SG,Shooting Wing,-0.87758899,0.44055421,850,28186,0.451,12.8,0.885,0.196,0.126,0.265,0.299,0.115,0.464,0.61,0.419,0.432,0.415,0.345,0.631,0.009,109,0.954,0.482,0.384,5,1,11,24.4,1,2.8,10,21.6,6,7,0.852,1.5,3.8,5.2,5.7,1.3,0.2,3.6,4.3,28.9,105,108,16.5,0.525,0.286,3.1,8.3,5.7,19.9,1.3,0.3,11.7,26.8,39.8,23,62.8,0.102,1.2,-1.7,-0.6,10.5
Richard Jefferson,Active,SF,3-and-D Wing,-0.058321387,1.19590493,1161,34130,0.464,12.7,0.751,0.328,0.094,0.078,0.25,0.249,0.493,0.634,0.351,0.362,0.403,0.377,0.662,0.09,877,0.952,0.416,0.418,7,0,7.9,17,1.6,4.2,6.3,12.7,5.5,7.1,0.768,1.4,5.8,7.2,3.7,1.2,0.5,2.7,4,22.8,110,107,14.5,0.567,0.418,3.1,12.9,8,12,1.2,0.8,11.9,20,49.6,33.3,82.9,0.117,0.6,-0.3,0.3,20
Richaun Holmes,Active,C,Scoring Center,2.445215059,-0.108635755,108,1895,0.543,8.3,0.809,0.514,0.164,0.071,0.06,0.191,0.602,0.73,0.365,0.378,0.421,0.289,0.77,0.233,138,1,0.157,0.421,3,0,8.9,16.3,0.9,3.1,8,13.2,3.2,4.6,0.695,4,7.5,11.5,2.3,1.6,2.4,2.2,5.9,21.8,115,107,17.6,0.594,0.279,8.9,17,12.9,8.2,1.6,3.9,10.9,18.3,3.2,2.1,5.3,0.133,-0.3,1,0.7,1.3
Ricky Rubio,Active,PG,Floor General,-4.473546691,-2.232152758,353,11217,0.375,14.3,0.75,0.27,0.074,0.089,0.317,0.25,0.396,0.477,0.272,0.323,0.376,0.315,0.222,0,0,0.903,0.222,0.339,6,0,5.1,13.6,1.1,3.4,4.1,10.2,5.1,6.2,0.83,1.1,5.6,6.8,13.5,3.4,0.2,4.4,4.1,16.5,106,106,16.2,0.503,0.454,2.5,12.8,7.6,39.2,3.4,0.3,21.2,18.1,11.3,11.9,23.2,0.099,0.7,0.5,1.3,9.2
Robbie Hummel,Inactive,SF,3-and-D Wing,0.546345155,1.643018853,98,1397,0.418,17.9,0.599,0.123,0.069,0.066,0.341,0.401,0.469,0.837,0.208,0.522,0.378,0.343,0.714,0.011,4,1,0.45,0.286,0,0,5.2,12.5,1.7,5,3.5,7.5,1.4,1.6,0.867,2.4,7.2,9.5,1.8,1.1,0.4,1,5.1,13.6,110,111,9.6,0.514,0.129,5.1,16.5,10.6,5.3,1.1,0.6,7.1,12.3,1.3,0.7,1.9,0.066,-1.6,-1.2,-2.9,-0.3
Robert Covington,Active,SF,3-and-D Wing,0.003025066,1.440163386,211,6012,0.393,17.4,0.39,0.227,0.099,0.025,0.038,0.61,0.455,0.59,0.259,0.268,0.294,0.354,0.603,0.018,31,0.933,0.138,0.364,5,1,7.1,18.1,3.9,11.1,3.2,7.1,3.8,4.7,0.812,1.8,7.8,9.6,2.5,2.7,1.1,3.3,5.1,22,100,105,13.7,0.544,0.257,4,17.8,10.7,8.5,2.7,1.8,14.1,20.8,1.5,7.6,9.2,0.073,-0.1,0.5,0.4,3.7
Robert Sacre,Inactive,C,Scoring Center,2.385791977,-0.802393231,189,2745,0.436,8.8,0.999,0.232,0.346,0.251,0.17,0.001,0.437,0.651,0.361,0.377,0.387,0,0.752,0.086,55,0,0,0,0,0,5.8,13.3,0,0,5.8,13.3,2.7,4.1,0.671,3.9,6.9,10.8,2.3,1,2,1.9,6.1,14.3,101,110,10.8,0.475,0.309,8.2,15.3,11.7,7,1,3.1,11,14.9,0.9,1.5,2.4,0.042,-3.5,0.4,-3.1,-0.8
Robin Lopez,Active,C,Scoring Center,2.696198866,-0.958940743,628,14353,0.526,5.8,0.999,0.468,0.317,0.116,0.098,0.001,0.527,0.649,0.43,0.372,0.437,0,0.622,0.096,379,0,0.333,0,1,0,8.1,15.3,0,0,8.1,15.3,3.5,4.6,0.761,5.7,6.7,12.4,1.5,0.6,2.8,2.3,4.7,19.6,115,108,16.5,0.565,0.297,12.3,14.4,13.4,4.8,0.6,4.2,11.8,17.2,25.2,13.1,38.3,0.128,-0.3,0.8,0.5,8.9
Rodney Hood,Active,SG,Scoring Wing,-1.644327051,0.498048623,188,5198,0.415,16.4,0.54,0.118,0.183,0.127,0.111,0.46,0.459,0.609,0.417,0.426,0.404,0.364,0.255,0.015,27,0.769,0.226,0.383,6,0,8.5,20.4,3.4,9.4,5.1,11,3.3,4,0.818,0.6,5.3,5.9,4,1.4,0.4,2.4,4.6,23.6,107,107,13.2,0.533,0.196,1.4,11.5,6.5,12.9,1.4,0.6,9.7,21.6,5.4,5.3,10.7,0.099,0.7,-0.9,-0.2,2.3
Rodney McGruder,Active,SG,Shooting Wing,-0.81347298,1.350902651,78,1966,0.413,15.2,0.522,0.215,0.185,0.059,0.061,0.478,0.488,0.707,0.341,0.296,0.321,0.332,0.47,0.028,12,0.986,0.541,0.345,2,0,4.9,11.8,1.9,5.6,3,6.2,1.1,1.8,0.62,2.4,4.2,6.6,3.2,1.2,0.5,1.4,3.6,12.7,108,110,9.1,0.506,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,2.9,0.072,-0.8,0.5,-0.4,0.8
Rodney Stuckey,Active,PG,Scoring Wing,-2.159080017,-0.423912368,651,17890,0.423,10.9,0.866,0.345,0.159,0.133,0.229,0.134,0.442,0.537,0.375,0.394,0.372,0.3,0.342,0.006,35,0.797,0.29,0.315,32,0,8.6,20.3,0.8,2.7,7.8,17.6,6.2,7.5,0.824,1.2,4.4,5.7,6.9,1.7,0.3,3.5,4,24.2,105,110,14.9,0.512,0.371,2.7,9.9,6.2,21.9,1.7,0.4,12.9,23.4,17,11.7,28.7,0.077,-0.1,-1.3,-1.4,2.7
Rodrigue Beaubois,Inactive,PG,Scoring Wing,-2.042482077,-0.384314302,182,2896,0.439,14,0.653,0.29,0.138,0.077,0.148,0.347,0.5,0.662,0.405,0.386,0.331,0.325,0.314,0.029,28,0.744,0.204,0.444,7,0,9,20.6,2.3,7.1,6.7,13.4,2.8,3.4,0.81,0.8,5.2,6.1,6.7,2.2,0.9,3.7,5.6,23.1,101,105,14.5,0.524,0.165,1.9,11.2,6.6,21.5,2.2,1.4,14.3,22.8,1.3,3.5,4.8,0.079,0,0,-0.1,1.4
Roger Mason,Inactive,SG,Shooting Wing,-1.404782011,0.611424204,518,9147,0.408,20,0.472,0.103,0.026,0.039,0.304,0.528,0.435,0.51,0.267,0.383,0.43,0.383,0.551,0.001,3,0.81,0.274,0.42,0,0,7,17.1,3.5,9,3.5,8.1,1.8,2,0.866,0.5,4.8,5.2,3.9,1.1,0.4,2.2,4.1,19.1,105,110,10.9,0.533,0.119,1,10.5,5.8,11.7,1.1,0.6,10.7,17.6,6.5,6.5,13,0.068,-0.3,-1.5,-1.8,0.5
Ron Baker,Active,SG,Scoring Wing,-2.502548294,0.099579423,52,857,0.378,14.3,0.604,0.346,0.106,0.041,0.12,0.396,0.45,0.547,0.13,0.333,0.462,0.267,0.373,0.005,1,0.87,0.337,0.241,3,0,4.8,12.7,1.3,5,3.4,7.6,1.6,2.5,0.651,0.7,5,5.7,6.2,2,0.5,3.3,4.3,12.5,92,113,7.5,0.456,0.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-3.5,-0.9,-4.4,-0.5
Rondae Hollis-Jefferson,Active,SF,3-and-D Wing,0.444695767,0.513648377,107,2376,0.438,8.2,0.881,0.476,0.172,0.126,0.104,0.119,0.466,0.583,0.274,0.384,0.352,0.235,0.53,0.074,46,0.895,0.358,0.207,1,0,6,13.8,0.4,1.6,5.7,12.1,4.6,6.2,0.744,2.7,9.5,12.3,4,2.5,1.2,2.9,4.8,17.1,103,107,13.8,0.517,0.449,6.1,21.2,13.7,12.6,2.5,1.9,14.9,17.4,0.9,2.9,3.8,0.076,-2.5,2.1,-0.5,0.9
Ronnie Brewer,Inactive,SF,Shooting Wing,-1.034269201,1.690220482,502,11539,0.49,10,0.888,0.487,0.044,0.056,0.3,0.112,0.52,0.651,0.293,0.33,0.378,0.254,0.725,0.147,422,0.978,0.425,0.298,16,0,7,14.3,0.4,1.6,6.6,12.7,3.4,5,0.675,2,4.4,6.5,3.7,2.8,0.5,1.8,2.5,17.8,112,104,14.4,0.539,0.347,4.7,9.8,7.3,10.9,2.8,0.8,9.6,15.8,14.6,15.9,30.4,0.127,0.1,1.5,1.7,10.7
Ronnie Price,Active,PG,Combo Guard,-3.017370782,-0.305986341,544,7293,0.373,15.8,0.592,0.263,0.059,0.064,0.207,0.408,0.422,0.557,0.265,0.317,0.325,0.302,0.354,0.041,73,0.832,0.193,0.372,12,0,5.2,13.8,1.7,5.7,3.5,8.2,2.1,2.8,0.738,1.2,3.4,4.6,6.7,3,0.4,3.3,6.4,14.1,95,108,9.1,0.467,0.202,2.8,7.7,5.2,19.3,3,0.6,18.1,16.1,-2.5,6.5,4,0.026,-2.1,-0.5,-2.6,-1.1
Ronny Turiaf,Inactive,C,Scoring Center,2.180142629,-1.280486053,473,8020,0.533,6.8,0.996,0.523,0.156,0.113,0.203,0.004,0.535,0.702,0.319,0.319,0.393,0,0.746,0.163,248,0,0.286,0,2,0,5.3,10,0,0,5.3,10,3.1,4.9,0.636,3.2,7.7,11,3.9,1.1,3.7,2.2,7,13.8,114,106,13.8,0.566,0.487,7.4,17.3,12.4,11,1.1,5.4,15.5,12.6,10.1,9.1,19.2,0.115,-1.7,2.7,1,6
Roy Hibbert,Active,C,Supporting Center,2.993045503,-1.231400249,662,16389,0.465,7.2,0.996,0.324,0.401,0.135,0.136,0.004,0.466,0.577,0.433,0.373,0.388,0.25,0.547,0.071,354,1,0.375,0.444,2,0,8.2,17.6,0,0.1,8.2,17.6,4.3,5.6,0.755,4.8,8.3,13.1,2.8,0.8,3.6,3.2,6.5,20.7,103,103,15.5,0.514,0.319,10.4,17.8,14.1,9.2,0.8,5.3,13.9,20.4,11,24.9,35.9,0.105,-2.2,2.4,0.2,9.1
Royal Ivey,Inactive,SG,Shooting Wing,-1.312109468,0.280666142,492,6162,0.406,14.2,0.707,0.241,0.118,0.103,0.246,0.293,0.425,0.553,0.3,0.274,0.423,0.361,0.628,0.003,4,0.981,0.441,0.374,7,0,5.3,13.1,1.4,3.8,3.9,9.3,2,2.9,0.706,1.3,3.5,4.8,4.3,2,0.3,2.2,6.5,14,101,111,8.4,0.489,0.218,2.7,8,5.3,12.6,2,0.5,13.2,14.2,1.6,2.9,4.5,0.035,-2.3,-1.5,-3.8,-2.8
Rudy Gay,Active,SF,3-and-D Wing,-0.309614746,0.696258994,753,26815,0.452,12.4,0.802,0.258,0.186,0.156,0.201,0.198,0.479,0.626,0.41,0.439,0.384,0.345,0.359,0.091,917,0.819,0.205,0.383,34,1,10.1,22.2,1.5,4.4,8.5,17.8,4.9,6.2,0.796,2.1,6.4,8.5,3.3,1.9,1.2,3.5,3.6,26.6,104,108,16.7,0.532,0.279,4.8,14.5,9.6,11.2,1.9,1.8,12.2,24.8,22.3,25.1,47.4,0.085,0.4,0.1,0.5,16.8
Rudy Gobert,Active,C,Supporting Center,4.14226497,-1.087836296,269,7268,0.612,1.8,0.998,0.815,0.168,0.006,0.009,0.002,0.613,0.697,0.245,0.222,0.154,0,0.672,0.347,480,0,0,0,1,0,6.6,10.7,0,0,6.6,10.7,4.9,8,0.614,6.1,13,19.1,2.2,1.2,4.2,2.9,4.6,18,121,99,20.6,0.633,0.741,13.5,28.3,21,6.7,1.2,6.5,17.1,15.1,15.8,14.6,30.4,0.201,0.1,4.6,4.6,12.2
